,userId,movieId,rating,timestamp
0,1,2,3.5,2005-04-02 23:53:47
1,1,29,3.5,2005-04-02 23:31:16
2,1,32,3.5,2005-04-02 23:33:39
3,1,47,3.5,2005-04-02 23:32:07
4,1,50,3.5,2005-04-02 23:29:40
5,1,112,3.5,2004-09-10 03:09:00
6,1,151,4.0,2004-09-10 03:08:54
7,1,223,4.0,2005-04-02 23:46:13
8,1,253,4.0,2005-04-02 23:35:40
9,1,260,4.0,2005-04-02 23:33:46
10,1,293,4.0,2005-04-02 23:31:43
11,1,296,4.0,2005-04-02 23:32:47
12,1,318,4.0,2005-04-02 23:33:18
13,1,337,3.5,2004-09-10 03:08:29
14,1,367,3.5,2005-04-02 23:53:00
15,1,541,4.0,2005-04-02 23:30:03
16,1,589,3.5,2005-04-02 23:45:57
17,1,593,3.5,2005-04-02 23:31:01
18,1,653,3.0,2004-09-10 03:08:11
19,1,919,3.5,2004-09-10 03:07:01
20,1,924,3.5,2004-09-10 03:06:38
21,1,1009,3.5,2005-04-02 23:53:33
22,1,1036,4.0,2005-04-02 23:44:40
23,1,1079,4.0,2004-09-10 03:07:45
24,1,1080,3.5,2005-04-02 23:42:55
25,1,1089,3.5,2005-04-02 23:31:09
26,1,1090,4.0,2005-04-02 23:44:13
27,1,1097,4.0,2005-04-02 23:48:21
28,1,1136,3.5,2005-04-02 23:30:09
29,1,1193,3.5,2005-04-02 23:31:30
30,1,1196,4.5,2005-04-02 23:32:22
31,1,1198,4.5,2005-04-02 23:30:24
32,1,1200,4.0,2005-04-02 23:29:20
33,1,1201,3.0,2005-04-02 23:30:42
34,1,1208,3.5,2005-04-02 23:33:35
35,1,1214,4.0,2004-09-10 03:12:57
36,1,1215,4.0,2004-09-10 03:14:42
37,1,1217,3.5,2005-04-02 23:33:30
38,1,1219,4.0,2004-09-10 03:13:14
39,1,1222,3.5,2005-04-02 23:30:37
40,1,1240,4.0,2005-04-02 23:43:21
41,1,1243,3.0,2005-04-02 23:46:07
42,1,1246,3.5,2004-09-10 03:09:19
43,1,1249,4.0,2005-04-02 23:43:02
44,1,1258,4.0,2004-09-10 03:13:14
45,1,1259,4.0,2005-04-02 23:44:00
46,1,1261,3.5,2004-09-10 03:15:13
47,1,1262,3.5,2005-04-02 23:32:15
48,1,1266,4.0,2005-04-02 23:42:51
49,1,1278,4.0,2004-09-10 03:13:06
50,1,1291,3.5,2005-04-02 23:45:25
51,1,1304,3.0,2004-09-10 03:08:40
52,1,1321,4.0,2004-09-10 03:14:22
53,1,1333,4.0,2005-04-02 23:36:30
54,1,1348,3.5,2004-09-10 03:14:16
55,1,1350,3.5,2004-09-10 03:15:58
56,1,1358,4.0,2005-04-02 23:43:39
57,1,1370,3.0,2004-09-10 03:09:24
58,1,1374,4.0,2004-09-10 03:09:06
59,1,1387,4.0,2005-04-02 23:35:13
60,1,1525,3.0,2005-04-02 23:55:50
61,1,1584,3.5,2004-09-10 03:07:36
62,1,1750,3.5,2005-04-02 23:56:41
63,1,1848,3.5,2005-04-02 23:53:52
64,1,1920,3.5,2005-04-02 23:54:58
65,1,1967,4.0,2005-04-02 23:48:59
66,1,1994,3.5,2004-09-10 03:14:47
67,1,1997,3.5,2004-09-10 03:13:54
68,1,2021,4.0,2005-04-02 23:52:09
69,1,2100,4.0,2005-04-02 23:52:35
70,1,2118,4.0,2004-09-10 03:14:52
71,1,2138,4.0,2005-04-02 23:49:49
72,1,2140,4.0,2005-04-02 23:48:25
73,1,2143,4.0,2005-04-02 23:52:31
74,1,2173,4.0,2005-04-02 23:51:27
75,1,2174,4.0,2005-04-02 23:50:43
76,1,2193,4.0,2005-04-02 23:49:13
77,1,2194,3.5,2005-04-02 23:44:46
78,1,2253,3.5,2005-04-02 23:55:22
79,1,2288,4.0,2004-09-10 03:14:37
80,1,2291,4.0,2004-09-10 03:09:37
81,1,2542,4.0,2005-04-02 23:44:07
82,1,2628,4.0,2005-04-02 23:53:08
83,1,2644,3.5,2005-04-02 23:36:34
84,1,2648,3.5,2004-09-10 03:13:37
85,1,2664,3.5,2004-09-10 03:15:48
86,1,2683,3.5,2004-09-10 03:07:30
87,1,2692,3.5,2005-04-02 23:32:29
88,1,2716,3.5,2004-09-10 03:13:32
89,1,2761,3.0,2005-04-02 23:32:39
90,1,2762,4.0,2005-04-02 23:42:47
91,1,2804,3.5,2005-04-02 23:43:34
92,1,2872,4.0,2005-04-02 23:48:17
93,1,2918,3.5,2005-04-02 23:44:25
94,1,2944,4.0,2005-04-02 23:43:53
95,1,2947,3.5,2005-04-02 23:46:20
96,1,2959,4.0,2004-09-10 03:08:18
97,1,2968,4.0,2005-04-02 23:50:25
98,1,3000,3.5,2005-04-02 23:29:29
99,1,3030,3.0,2005-04-02 23:29:08
100,1,3037,3.5,2005-04-02 23:46:03
101,1,3081,4.0,2004-09-10 03:15:43
102,1,3153,4.0,2005-04-02 23:50:16
103,1,3265,3.5,2005-04-02 23:28:45
104,1,3438,3.5,2005-04-02 23:54:54
105,1,3476,3.5,2004-09-10 03:15:39
106,1,3479,4.0,2005-04-02 23:48:54
107,1,3489,4.0,2005-04-02 23:53:44
108,1,3499,4.0,2005-04-02 23:35:18
109,1,3889,4.0,2005-04-02 23:55:38
110,1,3932,3.0,2004-09-10 03:16:12
111,1,3996,4.0,2004-09-10 03:08:47
112,1,3997,3.5,2005-04-02 23:56:32
113,1,4011,4.0,2005-04-02 23:43:26
114,1,4027,4.0,2005-04-02 23:44:20
115,1,4105,3.5,2004-09-10 03:15:04
116,1,4128,4.0,2005-04-02 23:35:33
117,1,4133,3.0,2005-04-02 23:56:09
118,1,4226,3.5,2005-04-02 23:28:13
119,1,4306,4.0,2004-09-10 03:09:44
120,1,4446,3.5,2005-04-02 23:52:50
121,1,4467,4.0,2005-04-02 23:50:22
122,1,4571,4.0,2005-04-02 23:51:20
123,1,4720,3.5,2004-09-10 03:13:28
124,1,4754,4.0,2005-04-02 23:36:23
125,1,4878,3.5,2005-04-02 23:28:57
126,1,4896,4.0,2005-04-02 23:48:51
127,1,4911,4.0,2005-04-02 23:52:41
128,1,4915,3.0,2005-04-02 23:54:36
129,1,4941,3.5,2005-04-02 23:53:27
130,1,4980,3.5,2005-04-02 23:54:15
131,1,4993,5.0,2005-04-02 23:31:22
132,1,5026,4.0,2005-04-02 23:50:58
133,1,5039,4.0,2005-04-02 23:51:38
134,1,5040,3.0,2005-04-02 23:54:46
135,1,5146,3.5,2004-09-10 03:15:32
136,1,5171,4.0,2005-04-02 23:55:04
137,1,5540,4.0,2005-04-02 23:51:45
138,1,5679,3.5,2004-09-10 03:15:08
139,1,5797,4.0,2005-04-02 23:51:11
140,1,5816,4.0,2005-04-02 23:48:40
141,1,5898,3.5,2005-04-02 23:53:22
142,1,5952,5.0,2005-04-02 23:30:19
143,1,5999,3.5,2005-04-02 23:55:50
144,1,6093,4.0,2005-04-02 23:48:33
145,1,6242,3.5,2004-09-10 03:13:24
146,1,6333,4.0,2005-04-02 23:45:02
147,1,6502,3.5,2004-09-10 03:14:08
148,1,6539,4.0,2005-04-02 23:45:08
149,1,6754,4.0,2005-04-02 23:53:04
150,1,6755,3.5,2004-09-10 03:14:27
151,1,6774,4.0,2005-04-02 23:49:46
152,1,6807,3.5,2005-04-02 23:31:26
153,1,6834,3.5,2005-04-02 23:54:20
154,1,6888,3.0,2005-04-02 23:55:27
155,1,7001,3.5,2004-09-10 03:15:01
156,1,7045,3.5,2005-04-02 23:50:34
157,1,7046,4.0,2005-04-02 23:52:14
158,1,7153,5.0,2005-04-02 23:30:33
159,1,7164,3.5,2005-04-02 23:52:03
160,1,7247,3.5,2005-04-02 23:52:38
161,1,7387,3.5,2004-09-10 03:16:01
162,1,7389,4.0,2005-04-02 23:54:05
163,1,7438,4.0,2005-04-02 23:33:09
164,1,7449,3.5,2005-04-02 23:56:03
165,1,7454,4.0,2005-04-02 23:55:08
166,1,7482,3.0,2005-04-02 23:29:35
167,1,7757,4.0,2005-04-02 23:50:19
168,1,8368,4.0,2005-04-02 23:48:08
169,1,8482,3.5,2005-04-02 23:49:41
170,1,8507,5.0,2004-09-10 03:13:47
171,1,8636,4.5,2005-04-02 23:44:53
172,1,8690,3.5,2005-04-02 23:33:15
173,1,8961,4.0,2005-04-02 23:47:09
174,1,31696,4.0,2005-04-02 23:49:08
175,2,3,4.0,2000-11-21 15:34:49
176,2,62,5.0,2000-11-21 15:29:58
177,2,70,5.0,2000-11-21 15:31:31
178,2,110,4.0,2000-11-21 15:30:58
179,2,242,3.0,2000-11-21 15:32:56
180,2,260,5.0,2000-11-21 15:36:54
181,2,266,5.0,2000-11-21 15:32:28
182,2,469,3.0,2000-11-21 15:29:58
183,2,480,5.0,2000-11-21 15:32:00
184,2,541,5.0,2000-11-21 15:36:54
185,2,589,5.0,2000-11-21 15:30:58
186,2,891,2.0,2000-11-21 15:36:09
187,2,908,4.0,2000-11-21 15:31:31
188,2,924,5.0,2000-11-21 15:36:54
189,2,1121,3.0,2000-11-21 15:29:58
190,2,1196,5.0,2000-11-21 15:36:54
191,2,1210,5.0,2000-11-21 15:29:58
192,2,1214,5.0,2000-11-21 15:36:54
193,2,1249,5.0,2000-11-21 15:31:31
194,2,1259,5.0,2000-11-21 15:30:59
195,2,1270,5.0,2000-11-21 15:36:54
